Customer Key,Product Key,BU Key,Scenario Key,Revenue,Material Costs,Labor Costs Variable,Taxes,Rev for Exp Travel,Travel Expenses,Cost Third Party,Subscription Revenue,YearPeriod
10001,20,4,2,42000,0,0,0,0,0,28000,0,201410
10001,20,4,2,-42000,0,0,0,0,0,-28000,0,201410
10001,20,4,2,42000,0,0,0,0,0,28000,0,201410
10001,20,4,2,-42000,0,0,0,0,0,-28000,0,201410
10001,20,4,2,42000,0,0,0,0,0,28000,0,201410
10001,20,4,2,36288,0,0,0,0,0,20160,0,201410
10001,20,4,2,-36288,0,0,0,0,0,-20160,0,201410
10001,20,4,2,36288,0,0,0,0,0,20160,0,201410
10001,20,4,2,-36288,0,0,0,0,0,-20160,0,201410
10001,20,4,2,36288,0,0,0,0,0,20160,0,201410
10001,20,4,2,-36288,0,0,0,0,0,-20160,0,201410
10001,20,4,2,36288,0,0,0,0,0,20160,0,201410
10001,20,4,2,35868,0,0,0,0,0,19215,0,201411
10001,20,4,2,-35868,0,0,0,0,0,-19215,0,201411
10001,20,4,2,35868,0,0,0,0,0,-77175,0,201411
10001,20,4,2,-35868,0,0,0,0,0,77175,0,201411
10001,20,4,2,0,0,0,0,0,0,-18000,0,201411
10001,20,4,2,0,0,0,0,0,0,18000,0,201411
10001,20,4,2,0,0,0,0,0,0,-18000,0,201411
10001,20,4,2,0,0,0,0,0,0,18000,0,201411
10001,20,4,2,0,0,0,0,0,0,-6360,0,201411
10001,20,4,2,0,0,0,0,0,0,6360,0,201411
10001,20,4,2,0,0,0,0,0,0,-6360,0,201411
10001,20,4,2,0,0,0,0,0,0,6360,0,201411
10001,20,4,2,6468,0,0,0,0,0,3360,0,201411
10001,20,4,2,-6468,0,0,0,0,0,-3360,0,201411
10001,20,4,2,6468,0,0,0,0,0,-1680,0,201411
10001,20,4,2,-6468,0,0,0,0,0,1680,0,201411
10001,20,4,2,6468,0,0,0,0,0,-1680,0,201411
10001,20,4,2,-6468,0,0,0,0,0,1680,0,201411
10001,20,4,2,0,0,0,0,0,0,-28800,0,201411
10001,20,4,2,0,0,0,0,0,0,28800,0,201411
10001,20,4,2,0,0,0,0,0,0,-10350,0,201411
10001,20,4,2,0,0,0,0,0,0,10350,0,201411
10001,20,4,2,0,0,0,0,0,0,-67405,0,201411
10001,20,4,2,0,0,0,0,0,0,67405,0,201411
10001,20,4,2,0,0,0,0,0,0,-20400,0,201411
10001,20,4,2,0,0,0,0,0,0,20400,0,201411
10001,20,4,2,0,0,0,0,0,0,-3400,0,201411
10001,20,4,2,16045.4,0,0,0,0,0,8395,0,201411
10001,20,4,2,-16045.4,0,0,0,0,0,-8395,0,201411
10001,20,4,2,16045.4,0,0,0,0,0,-61755,0,201411
10001,20,4,2,-16045.4,0,0,0,0,0,61755,0,201411
10001,20,4,2,16045.4,0,0,0,0,0,-20125,0,201411
10001,20,4,2,-16045.4,0,0,0,0,0,20125,0,201411
10001,20,4,2,16045.4,0,0,0,0,0,-6785,0,201411
10001,20,4,2,29400,0,0,0,0,0,19600,0,201411
10001,20,4,2,-29400,0,0,0,0,0,-19600,0,201411
10001,20,4,2,29400,0,0,0,0,0,-28000,0,201411
10001,20,4,2,-29400,0,0,0,0,0,28000,0,201411
10001,20,4,2,29400,0,0,0,0,0,-28000,0,201411
10001,20,4,2,-29400,0,0,0,0,0,28000,0,201411
10001,20,4,2,29400,0,0,0,0,0,-28000,0,201411
10001,20,4,2,7560,0,0,0,0,0,-20160,0,201411
10001,20,4,2,34230,0,0,0,0,0,5000,0,201411
10001,20,4,2,-34230,0,0,0,0,0,-5000,0,201411
10020,50,97,1,14550,0,0,0,0,0,6400,0,201310
10020,50,97,1,31680,0,0,0,0,0,15200,0,201310
10020,50,97,1,14400,0,0,0,0,0,7600,0,201310
10020,50,97,1,31680,0,0,0,0,0,12800,0,201310
10020,50,97,1,34848,0,0,0,0,0,19360,0,201310
10020,50,97,1,28800,0,0,0,0,0,13920,0,201310
10020,50,97,1,36900,0,0,0,0,0,18450,0,201311
10020,50,97,1,28512,0,0,0,0,0,13680,0,201311
10020,50,97,1,23040,0,0,0,0,0,12160,0,201311
10020,50,97,1,26928,0,0,0,0,0,10880,0,201311
10020,50,97,1,26928,0,0,0,0,0,14960,0,201311
10020,50,97,1,24480,0,0,0,0,0,11832,0,201311
10020,50,97,1,24156,0,0,0,0,0,10370,0,201311
10020,50,97,1,12672,0,0,0,0,0,6080,0,201311
10020,50,97,1,38025,0,0,0,0,0,19012.5,0,201312
10020,50,97,1,-38025,0,0,0,0,0,-19012.5,0,201312
10020,50,97,1,38025,0,0,0,0,0,19012.5,0,201312
10020,50,97,1,22176,0,0,0,0,0,10640,0,201312
10020,50,97,1,-22176,0,0,0,0,0,-10640,0,201312
10020,50,97,1,22176,0,0,0,0,0,10640,0,201312
10020,50,97,1,23760,0,0,0,0,0,12540,0,201312
10020,50,97,1,-23760,0,0,0,0,0,-12540,0,201312
10020,50,97,1,23760,0,0,0,0,0,12540,0,201312
10020,50,97,1,26928,0,0,0,0,0,10880,0,201312
10020,50,97,1,-26928,0,0,0,0,0,-10880,0,201312
10020,50,97,1,26928,0,0,0,0,0,10880,0,201312
10020,50,97,1,20592,0,0,0,0,0,11440,0,201312
10020,50,97,1,-20592,0,0,0,0,0,-11440,0,201312
10020,50,97,1,20592,0,0,0,0,0,11440,0,201312
10020,50,97,1,21600,0,0,0,0,0,10440,0,201312
10020,50,97,1,-21600,0,0,0,0,0,-10440,0,201312
10020,50,97,1,21600,0,0,0,0,0,10440,0,201312
10020,50,97,1,26334,0,0,0,0,0,11305,0,201312
10020,50,97,1,-26334,0,0,0,0,0,-11305,0,201312
10020,50,97,1,26334,0,0,0,0,0,11305,0,201312
10020,50,97,1,32670,0,0,0,0,0,15675,0,201312
10020,50,97,1,-32670,0,0,0,0,0,-15675,0,201312
10020,50,97,1,32670,0,0,0,0,0,15675,0,201312
10020,50,97,1,31680,0,0,0,0,0,16000,0,201401
10020,50,97,1,-31680,0,0,0,0,0,-16000,0,201401
10020,50,97,1,31680,0,0,0,0,0,16000,0,201401
10020,50,97,1,15840,0,0,0,0,0,8000,0,201401
10020,50,97,1,-15840,0,0,0,0,0,-8000,0,201401
10020,50,97,1,15840,0,0,0,0,0,8000,0,201401
10020,50,97,1,48000,0,0,0,0,0,24000,0,201401
10020,50,97,1,-48000,0,0,0,0,0,-24000,0,201401
10020,50,97,1,48000,0,0,0,0,0,24000,0,201401
10020,50,97,1,31680,0,0,0,0,0,15200,0,201401
10020,50,97,1,-31680,0,0,0,0,0,-15200,0,201401
10020,50,97,1,31680,0,0,0,0,0,15200,0,201401
10020,50,97,1,28800,0,0,0,0,0,15200,0,201401
10020,50,97,1,-28800,0,0,0,0,0,-15200,0,201401
10020,50,97,1,28800,0,0,0,0,0,15200,0,201401
10020,50,97,1,31680,0,0,0,0,0,12800,0,201401
10020,50,97,1,-31680,0,0,0,0,0,-12800,0,201401
10020,50,97,1,31680,0,0,0,0,0,12800,0,201401
10020,50,97,1,31680,0,0,0,0,0,17600,0,201401
10020,50,97,1,-31680,0,0,0,0,0,-17600,0,201401
10020,50,97,1,31680,0,0,0,0,0,17600,0,201401
10020,50,97,1,28800,0,0,0,0,0,13920,0,201401
10020,50,97,1,-28800,0,0,0,0,0,-13920,0,201401
10020,50,97,1,28800,0,0,0,0,0,13920,0,201401
10020,50,97,1,34848,0,0,0,0,0,14960,0,201401
10020,50,97,1,-34848,0,0,0,0,0,-14960,0,201401
10020,50,97,1,34848,0,0,0,0,0,14960,0,201401
10020,50,97,1,31680,0,0,0,0,0,15200,0,201401
10020,50,97,1,-31680,0,0,0,0,0,-15200,0,201401
10020,50,97,1,31680,0,0,0,0,0,15200,0,201401
10020,50,97,1,36432,0,0,0,0,0,17480,0,201402
10020,50,97,1,-36432,0,0,0,0,0,-17480,0,201402
10020,50,97,1,36432,0,0,0,0,0,17480,0,201402
10020,50,97,1,28800,0,0,0,0,0,15200,0,201402
10020,50,97,1,-28800,0,0,0,0,0,-15200,0,201402
10020,50,97,1,28800,0,0,0,0,0,15200,0,201402
10020,50,97,1,31680,0,0,0,0,0,12800,0,201402
10020,50,97,1,-31680,0,0,0,0,0,-12800,0,201402
10020,50,97,1,31680,0,0,0,0,0,12800,0,201402
10020,50,97,1,19404,0,0,0,0,0,10780,0,201402
10020,50,97,1,-19404,0,0,0,0,0,-10780,0,201402
10020,50,97,1,19404,0,0,0,0,0,10780,0,201402
10020,50,97,1,28800,0,0,0,0,0,13920,0,201402
10020,50,97,1,-28800,0,0,0,0,0,-13920,0,201402
10020,50,97,1,28800,0,0,0,0,0,13920,0,201402
10020,50,97,1,38412,0,0,0,0,0,16490,0,201402
10020,50,97,1,-38412,0,0,0,0,0,-16490,0,201402
10020,50,97,1,38412,0,0,0,0,0,16490,0,201402
10020,50,97,1,25740,0,0,0,0,0,12350,0,201402
10020,50,97,1,-25740,0,0,0,0,0,-12350,0,201402
10020,50,97,1,25740,0,0,0,0,0,12350,0,201402
10020,50,97,1,46050,0,0,0,0,0,23025,0,201402
10020,50,97,1,-46050,0,0,0,0,0,-23025,0,201402
10020,50,97,1,46050,0,0,0,0,0,23025,0,201402
10020,50,97,1,7200,0,0,0,0,0,3280,0,201402
10020,50,97,1,-7200,0,0,0,0,0,-3280,0,201402
10020,50,97,1,7200,0,0,0,0,0,3280,0,201402
10020,50,97,1,4416,0,0,0,0,0,1984,0,201402
10020,50,97,1,-4416,0,0,0,0,0,-1984,0,201402
10020,50,97,1,4416,0,0,0,0,0,1984,0,201402
10020,50,97,1,41184,0,0,0,0,0,20800,0,201402
10020,50,97,1,-41184,0,0,0,0,0,-20800,0,201402
10020,50,97,1,41184,0,0,0,0,0,20800,0,201402
10020,50,97,1,37620,0,0,0,0,0,19000,0,201402
10020,50,97,1,-37620,0,0,0,0,0,-19000,0,201402
10020,50,97,1,37620,0,0,0,0,0,19000,0,201402
10020,50,97,1,11040,0,0,0,0,0,5200,0,201402
10020,50,97,1,-11040,0,0,0,0,0,-5200,0,201402
10020,50,97,1,11040,0,0,0,0,0,5200,0,201402
10020,50,97,1,9936,0,0,0,0,0,3960,0,201402
10020,50,97,1,-9936,0,0,0,0,0,-3960,0,201402
10020,50,97,1,9936,0,0,0,0,0,3960,0,201402
10020,50,97,1,5520,0,0,0,0,0,2800,0,201402
10020,50,97,1,-5520,0,0,0,0,0,-2800,0,201402
10020,50,97,1,5520,0,0,0,0,0,2800,0,201402
10020,50,97,1,-6660,0,0,0,0,0,-3750,0,201403
10020,50,97,1,6660,0,0,0,0,0,3750,0,201403
10020,50,97,1,38610,0,0,0,0,0,24375,0,201403
10020,50,97,1,-38610,0,0,0,0,0,-24375,0,201403
10020,50,97,1,38610,0,0,0,0,0,24375,0,201403
10020,50,97,1,38880,0,0,0,0,0,20520,0,201403
10020,50,97,1,-38880,0,0,0,0,0,-20520,0,201403
10020,50,97,1,38880,0,0,0,0,0,20520,0,201403
10020,50,97,1,53064,0,0,0,0,0,21440,0,201403
10020,50,97,1,-53064,0,0,0,0,0,-21440,0,201403
10020,50,97,1,53064,0,0,0,0,0,21440,0,201403
10020,50,97,1,43164,0,0,0,0,0,23980,0,201403
10020,50,97,1,-43164,0,0,0,0,0,-23980,0,201403
10020,50,97,1,43164,0,0,0,0,0,23980,0,201403
10020,50,97,1,33120,0,0,0,0,0,16008,0,201403
10020,50,97,1,-33120,0,0,0,0,0,-16008,0,201403
10020,50,97,1,33120,0,0,0,0,0,16008,0,201403
10020,50,97,1,41976,0,0,0,0,0,18020,0,201403
10020,50,97,1,-41976,0,0,0,0,0,-18020,0,201403
10020,50,97,1,41976,0,0,0,0,0,18020,0,201403
10020,50,97,1,6660,0,0,0,0,0,3750,0,201403
10020,50,97,1,56325,0,0,0,0,0,28162.5,0,201403
10020,50,97,1,-56325,0,0,0,0,0,-28162.5,0,201403
10020,50,97,1,56325,0,0,0,0,0,28162.5,0,201403
10020,50,97,1,22572,0,0,0,0,0,10260,0,201403
10020,50,97,1,-22572,0,0,0,0,0,-10260,0,201403
10020,50,97,1,22572,0,0,0,0,0,10260,0,201403
10020,50,97,1,33120,0,0,0,0,0,15088,0,201403
10020,50,97,1,-33120,0,0,0,0,0,-15088,0,201403
10020,50,97,1,33120,0,0,0,0,0,15088,0,201403
10020,50,97,1,25392,0,0,0,0,0,11408,0,201403
10020,50,97,1,-25392,0,0,0,0,0,-11408,0,201403
10020,50,97,1,25392,0,0,0,0,0,11408,0,201403
10020,50,97,1,62568,0,0,0,0,0,31600,0,201403
10020,50,97,1,-62568,0,0,0,0,0,-31600,0,201403
10020,50,97,1,62568,0,0,0,0,0,31600,0,201403
10020,50,97,1,57816,0,0,0,0,0,29200,0,201403
10020,50,97,1,-57816,0,0,0,0,0,-29200,0,201403
10020,50,97,1,57816,0,0,0,0,0,29200,0,201403
10020,50,97,1,32016,0,0,0,0,0,15080,0,201403
10020,50,97,1,-32016,0,0,0,0,0,-15080,0,201403
10020,50,97,1,32016,0,0,0,0,0,15080,0,201403
10020,50,97,1,27600,0,0,0,0,0,11000,0,201403
10020,50,97,1,-27600,0,0,0,0,0,-11000,0,201403
10020,50,97,1,27600,0,0,0,0,0,11000,0,201403
10020,50,97,1,25392,0,0,0,0,0,12880,0,201403
10020,50,97,1,-25392,0,0,0,0,0,-12880,0,201403
10020,50,97,1,25392,0,0,0,0,0,12880,0,201403
10020,50,97,1,29340,0,0,0,0,0,14833,0,201403
10020,50,97,1,-29340,0,0,0,0,0,-14833,0,201403
10020,50,97,1,29340,0,0,0,0,0,14833,0,201403
10020,50,97,1,26772,0,0,0,0,0,13580,0,201403
10020,50,97,1,-26772,0,0,0,0,0,-13580,0,201403
10020,50,97,1,26772,0,0,0,0,0,13580,0,201403
10020,50,97,1,11040,0,0,0,0,0,5280,0,201403
10020,50,97,1,-11040,0,0,0,0,0,-5280,0,201403
10020,50,97,1,11040,0,0,0,0,0,5280,0,201403
10020,50,97,1,60606,0,0,0,0,0,34125,0,201404
10020,50,97,1,-60606,0,0,0,0,0,-34125,0,201404
10020,50,97,1,60606,0,0,0,0,0,34125,0,201404
10020,50,97,1,35460,0,0,0,0,0,18715,0,201404
10020,50,97,1,-35460,0,0,0,0,0,-18715,0,201404
10020,50,97,1,35460,0,0,0,0,0,18715,0,201404
10020,50,97,1,41184,0,0,0,0,0,16640,0,201404
10020,50,97,1,-41184,0,0,0,0,0,-16640,0,201404
10020,50,97,1,41184,0,0,0,0,0,16640,0,201404
10020,50,97,1,34848,0,0,0,0,0,19360,0,201404
10020,50,97,1,-34848,0,0,0,0,0,-19360,0,201404
10020,50,97,1,34848,0,0,0,0,0,19360,0,201404
10020,50,97,1,28800,0,0,0,0,0,13920,0,201404
10020,50,97,1,-28800,0,0,0,0,0,-13920,0,201404
10020,50,97,1,28800,0,0,0,0,0,13920,0,201404
10020,50,97,1,39600,0,0,0,0,0,17000,0,201404
10020,50,97,1,-39600,0,0,0,0,0,-17000,0,201404
10020,50,97,1,39600,0,0,0,0,0,17000,0,201404
10020,50,97,1,37800,0,0,0,0,0,18900,0,201404
10020,50,97,1,-37800,0,0,0,0,0,-18900,0,201404
10020,50,97,1,37800,0,0,0,0,0,18900,0,201404
10020,50,97,1,36828,0,0,0,0,0,16740,0,201404
10020,50,97,1,-36828,0,0,0,0,0,-16740,0,201404
10020,50,97,1,36828,0,0,0,0,0,16740,0,201404
10020,50,97,1,15840,0,0,0,0,0,7216,0,201404
10020,50,97,1,-15840,0,0,0,0,0,-7216,0,201404
10020,50,97,1,15840,0,0,0,0,0,7216,0,201404
10020,50,97,1,14628,0,0,0,0,0,6572,0,201404
10020,50,97,1,-14628,0,0,0,0,0,-6572,0,201404
10020,50,97,1,14628,0,0,0,0,0,6572,0,201404
10020,50,97,1,26136,0,0,0,0,0,13200,0,201404
10020,50,97,1,-26136,0,0,0,0,0,-13200,0,201404
10020,50,97,1,26136,0,0,0,0,0,13200,0,201404
10020,50,97,1,38808,0,0,0,0,0,19600,0,201404
10020,50,97,1,-38808,0,0,0,0,0,-19600,0,201404
10020,50,97,1,38808,0,0,0,0,0,19600,0,201404
10020,50,97,1,26772,0,0,0,0,0,12610,0,201404
10020,50,97,1,-26772,0,0,0,0,0,-12610,0,201404
10020,50,97,1,26772,0,0,0,0,0,12610,0,201404
10020,50,97,1,24288,0,0,0,0,0,9680,0,201404
10020,50,97,1,-24288,0,0,0,0,0,-9680,0,201404
10020,50,97,1,24288,0,0,0,0,0,9680,0,201404
10020,50,97,1,24288,0,0,0,0,0,12320,0,201404
10020,50,97,1,-24288,0,0,0,0,0,-12320,0,201404
10020,50,97,1,24288,0,0,0,0,0,12320,0,201404
10020,50,97,1,3240,0,0,0,0,0,1638,0,201404
10020,50,97,1,-3240,0,0,0,0,0,-1638,0,201404
10020,50,97,1,3240,0,0,0,0,0,1638,0,201404
10020,50,97,1,30912,0,0,0,0,0,15680,0,201404
10020,50,97,1,-30912,0,0,0,0,0,-15680,0,201404
10020,50,97,1,30912,0,0,0,0,0,15680,0,201404
10020,50,97,1,22080,0,0,0,0,0,12000,0,201404
10020,50,97,1,-22080,0,0,0,0,0,-12000,0,201404
10020,50,97,1,22080,0,0,0,0,0,12000,0,201404
10020,50,97,1,26640,0,0,0,0,0,13200,0,201404
10020,50,97,1,-26640,0,0,0,0,0,-13200,0,201404
10020,50,97,1,26640,0,0,0,0,0,13200,0,201404
10020,50,97,1,15456,0,0,0,0,0,6944,0,201404
10020,50,97,1,-15456,0,0,0,0,0,-6944,0,201404
10020,50,97,1,15456,0,0,0,0,0,6944,0,201404
10020,50,97,1,26640,0,0,0,0,0,13200,0,201404
10020,50,97,1,-26640,0,0,0,0,0,-13200,0,201404
10020,50,97,1,26640,0,0,0,0,0,13200,0,201404
10020,50,97,1,15840,0,0,0,0,0,7216,0,201404
10020,50,97,1,-15840,0,0,0,0,0,-7216,0,201404
10020,50,97,1,15840,0,0,0,0,0,7216,0,201404
10020,50,97,1,78366,0,0,0,0,0,44125,0,201405
10020,50,97,1,-78366,0,0,0,0,0,-44125,0,201405
10020,50,97,1,78366,0,0,0,0,0,44125,0,201405
10020,50,97,1,33840,0,0,0,0,0,17860,0,201405
10020,50,97,1,-33840,0,0,0,0,0,-17860,0,201405
10020,50,97,1,33840,0,0,0,0,0,17860,0,201405
10020,50,97,1,34848,0,0,0,0,0,14080,0,201405
10020,50,97,1,-34848,0,0,0,0,0,-14080,0,201405
10020,50,97,1,34848,0,0,0,0,0,14080,0,201405
10020,50,97,1,39600,0,0,0,0,0,22000,0,201405
10020,50,97,1,-39600,0,0,0,0,0,-22000,0,201405
10020,50,97,1,39600,0,0,0,0,0,22000,0,201405
10020,50,97,1,30240,0,0,0,0,0,14616,0,201405
10020,50,97,1,-30240,0,0,0,0,0,-14616,0,201405
10020,50,97,1,30240,0,0,0,0,0,14616,0,201405
10020,50,97,1,17226,0,0,0,0,0,7395,0,201405
10020,50,97,1,-17226,0,0,0,0,0,-7395,0,201405
10020,50,97,1,17226,0,0,0,0,0,7395,0,201405
10020,50,97,1,17400,0,0,0,0,0,8700,0,201405
10020,50,97,1,-17400,0,0,0,0,0,-8700,0,201405
10020,50,97,1,17400,0,0,0,0,0,8700,0,201405
10020,50,97,1,40590,0,0,0,0,0,18450,0,201405
10020,50,97,1,-40590,0,0,0,0,0,-18450,0,201405
10020,50,97,1,40590,0,0,0,0,0,18450,0,201405
10020,50,97,1,36036,0,0,0,0,0,18200,0,201405
10020,50,97,1,-36036,0,0,0,0,0,-18200,0,201405
10020,50,97,1,36036,0,0,0,0,0,18200,0,201405
10020,50,97,1,5520,0,0,0,0,0,2600,0,201405
10020,50,97,1,-5520,0,0,0,0,0,-2600,0,201405
10020,50,97,1,5520,0,0,0,0,0,2600,0,201405
10020,50,97,1,24288,0,0,0,0,0,9680,0,201405
10020,50,97,1,-24288,0,0,0,0,0,-9680,0,201405
10020,50,97,1,24288,0,0,0,0,0,9680,0,201405
10020,50,97,1,24288,0,0,0,0,0,12320,0,201405
10020,50,97,1,-24288,0,0,0,0,0,-12320,0,201405
10020,50,97,1,24288,0,0,0,0,0,12320,0,201405
10020,50,97,1,27462,0,0,0,0,0,13930,0,201405
10020,50,97,1,-27462,0,0,0,0,0,-13930,0,201405
10020,50,97,1,27462,0,0,0,0,0,13930,0,201405
10020,50,97,1,22080,0,0,0,0,0,12000,0,201405
10020,50,97,1,-22080,0,0,0,0,0,-12000,0,201405
10020,50,97,1,22080,0,0,0,0,0,12000,0,201405
10020,50,97,1,29532,0,0,0,0,0,13268,0,201405
10020,50,97,1,-29532,0,0,0,0,0,-13268,0,201405
10020,50,97,1,29532,0,0,0,0,0,13268,0,201405
10020,50,97,1,39516,0,0,0,0,0,19580,0,201405
10020,50,97,1,-39516,0,0,0,0,0,-19580,0,201405
10020,50,97,1,39516,0,0,0,0,0,19580,0,201405
10020,50,97,1,37440,0,0,0,0,0,17056,0,201405
10020,50,97,1,-37440,0,0,0,0,0,-17056,0,201405
10020,50,97,1,37440,0,0,0,0,0,17056,0,201405
10020,50,97,1,23088,0,0,0,0,0,10920,0,201405
10020,50,97,1,-23088,0,0,0,0,0,-10920,0,201405
10020,50,97,1,23088,0,0,0,0,0,10920,0,201405
10020,50,97,1,17802,0,0,0,0,0,9675,0,201405
10020,50,97,1,-17802,0,0,0,0,0,-9675,0,201405
10020,50,97,1,17802,0,0,0,0,0,9675,0,201405
10020,50,97,1,8832,0,0,0,0,0,4480,0,201405
10020,50,97,1,-8832,0,0,0,0,0,-4480,0,201405
10020,50,97,1,8832,0,0,0,0,0,4480,0,201405
10020,50,97,1,10074,0,0,0,0,0,4015,0,201405
10020,50,97,1,-10074,0,0,0,0,0,-4015,0,201405
10020,50,97,1,10074,0,0,0,0,0,4015,0,201405
10020,50,97,1,14400,0,0,0,0,0,7200,0,201405
10020,50,97,1,-14400,0,0,0,0,0,-7200,0,201405
10020,50,97,1,14400,0,0,0,0,0,7200,0,201405
10020,50,97,1,7920,0,0,0,0,0,3960,0,201405
10020,50,97,1,-7920,0,0,0,0,0,-3960,0,201405
10020,50,97,1,42768,0,0,0,0,0,19440,0,201406
10020,50,97,1,-42768,0,0,0,0,0,-19440,0,201406
10020,50,97,1,42768,0,0,0,0,0,19440,0,201406
10020,50,97,1,24288,0,0,0,0,0,9680,0,201406
10020,50,97,1,-24288,0,0,0,0,0,-9680,0,201406
10020,50,97,1,24288,0,0,0,0,0,9680,0,201406
10020,50,97,1,24288,0,0,0,0,0,12320,0,201406
10020,50,97,1,-24288,0,0,0,0,0,-12320,0,201406
10020,50,97,1,24288,0,0,0,0,0,12320,0,201406
10020,50,97,1,26358,0,0,0,0,0,13370,0,201406
10020,50,97,1,-26358,0,0,0,0,0,-13370,0,201406
10020,50,97,1,26358,0,0,0,0,0,13370,0,201406
10020,50,97,1,24288,0,0,0,0,0,13200,0,201406
10020,50,97,1,-24288,0,0,0,0,0,-13200,0,201406
10020,50,97,1,24288,0,0,0,0,0,13200,0,201406
10020,50,97,1,29946,0,0,0,0,0,13454,0,201406
10020,50,97,1,-29946,0,0,0,0,0,-13454,0,201406
10020,50,97,1,29946,0,0,0,0,0,13454,0,201406
10020,50,97,1,39072,0,0,0,0,0,19360,0,201406
10020,50,97,1,-39072,0,0,0,0,0,-19360,0,201406
10020,50,97,1,39072,0,0,0,0,0,19360,0,201406
10020,50,97,1,31680,0,0,0,0,0,14432,0,201406
10020,50,97,1,-31680,0,0,0,0,0,-14432,0,201406
10020,50,97,1,31680,0,0,0,0,0,14432,0,201406
10020,50,97,1,39072,0,0,0,0,0,18480,0,201406
10020,50,97,1,-39072,0,0,0,0,0,-18480,0,201406
10020,50,97,1,39072,0,0,0,0,0,18480,0,201406
10020,50,97,1,25668,0,0,0,0,0,13950,0,201406
10020,50,97,1,-25668,0,0,0,0,0,-13950,0,201406
10020,50,97,1,25668,0,0,0,0,0,13950,0,201406
10020,50,97,1,24288,0,0,0,0,0,12320,0,201406
10020,50,97,1,-24288,0,0,0,0,0,-12320,0,201406
10020,50,97,1,24288,0,0,0,0,0,12320,0,201406
10020,50,97,1,25047,0,0,0,0,0,9982.5,0,201406
10020,50,97,1,-25047,0,0,0,0,0,-9982.5,0,201406
10020,50,97,1,25047,0,0,0,0,0,9982.5,0,201406
10020,50,97,1,31680,0,0,0,0,0,15840,0,201406
10020,50,97,1,-31680,0,0,0,0,0,-15840,0,201406
10020,50,97,1,31680,0,0,0,0,0,15840,0,201406
10020,50,97,1,34848,0,0,0,0,0,17424,0,201406
10020,50,97,1,-34848,0,0,0,0,0,-17424,0,201406
10020,50,97,1,34848,0,0,0,0,0,17424,0,201406
10020,50,97,1,34848,0,0,0,0,0,16720,0,201406
10020,50,97,1,25806,0,0,0,0,0,10285,0,201406
10020,50,97,1,-25806,0,0,0,0,0,-10285,0,201406
10020,50,97,1,25806,0,0,0,0,0,10285,0,201406
10020,50,97,1,14784,0,0,0,0,0,12320,0,201406
10020,50,97,1,-14784,0,0,0,0,0,-12320,0,201406
10020,50,97,1,14784,0,0,0,0,0,12320,0,201406
10020,50,97,1,19536,0,0,0,0,0,9680,0,201406
10020,50,97,1,-19536,0,0,0,0,0,-9680,0,201406
10020,50,97,1,19536,0,0,0,0,0,9680,0,201406
10020,50,97,1,7920,0,0,0,0,0,3960,0,201405
10020,50,97,1,3168,0,0,0,0,0,1520,0,201405
10020,50,97,1,-3168,0,0,0,0,0,-1520,0,201405
10020,50,97,1,3168,0,0,0,0,0,1520,0,201405
10020,50,97,1,6732,0,0,0,0,0,3230,0,201405
10020,50,97,1,-6732,0,0,0,0,0,-3230,0,201405
10020,50,97,1,6732,0,0,0,0,0,3230,0,201405
10020,50,97,1,6336,0,0,0,0,0,2880,0,201405
10020,50,97,1,-6336,0,0,0,0,0,-2880,0,201405
10020,50,97,1,6336,0,0,0,0,0,2880,0,201405
10020,50,97,1,4416,0,0,0,0,0,1760,0,201405
10020,50,97,1,-4416,0,0,0,0,0,-1760,0,201405
10020,50,97,1,4416,0,0,0,0,0,1760,0,201405
10020,50,97,1,42624,0,0,0,0,0,24000,0,201406
10020,50,97,1,-42624,0,0,0,0,0,-24000,0,201406
10020,50,97,1,42624,0,0,0,0,0,24000,0,201406
10020,50,97,1,33120,0,0,0,0,0,17480,0,201406
10020,50,97,1,-33120,0,0,0,0,0,-17480,0,201406
10020,50,97,1,33120,0,0,0,0,0,17480,0,201406
10020,50,97,1,34848,0,0,0,0,0,14080,0,201406
10020,50,97,1,-34848,0,0,0,0,0,-14080,0,201406
10020,50,97,1,34848,0,0,0,0,0,14080,0,201406
10020,50,97,1,33264,0,0,0,0,0,18480,0,201406
10020,50,97,1,-33264,0,0,0,0,0,-18480,0,201406
10020,50,97,1,33264,0,0,0,0,0,18480,0,201406
10020,50,97,1,31680,0,0,0,0,0,15312,0,201406
10020,50,97,1,-31680,0,0,0,0,0,-15312,0,201406
10020,50,97,1,31680,0,0,0,0,0,15312,0,201406
10020,50,97,1,-34848,0,0,0,0,0,-16720,0,201406
10020,50,97,1,34848,0,0,0,0,0,16720,0,201406
10020,50,97,1,24288,0,0,0,0,0,9680,0,201406
10020,50,97,1,-24288,0,0,0,0,0,-9680,0,201406
10020,50,97,1,24288,0,0,0,0,0,9680,0,201406
10020,50,97,1,54054,0,0,0,0,0,24570,0,201408
10020,50,97,1,-54054,0,0,0,0,0,-24570,0,201408
10020,50,97,1,54054,0,0,0,0,0,-22140,0,201408
10020,50,97,1,26640,0,0,0,0,0,15000,0,201408
10020,50,97,1,-26640,0,0,0,0,0,-15000,0,201408
10020,50,97,1,23040,0,0,0,0,0,11400,0,201408
10020,50,97,1,-23040,0,0,0,0,0,-11400,0,201408
10020,50,97,1,21600,0,0,0,0,0,13800,0,201408
